title,price_mln_MNT,flooring_material,number_of_balcony,year_of_commissioning,garage,window_type,number_of_storeys,door_type,area_sq_m,apartment_storey,leasing,district,number_of_windows,location,construction_progress
"Оргил стар хотхонд 3 өрөө 119,6м2",3.3,Паркет,1.0,2011.0,Байхгүй,Вакум,12.0,Бүргэд,119.6,6.0,Лизинггүй,Хан-Уул,5.0,Бусад,Ашиглалтад орсон
Халдвартад 2 өрөө байр,140.0,Паркет,1.0,2015.0,Байхгүй,Вакум,12.0,Бүргэд,50.3,11.0,Лизинггүй,Баянзүрх,2.0,14-р хороолол,Ашиглалтад орсон
1өрөө байр хороололд /түндэмүн,105.0,Паркет,1.0,1988.0,Байхгүй,Вакум,5.0,Төмөр,35.0,3.0,Лизинггүй,Баянгол,2.0,"3, 4 хороолол",Ашиглалтад орсон
Инэл 115-р сургуулийн урд 2 өрөө 56мкв байр,186.0,Паркет,1.0,2012.0,Байхгүй,Вакум,10.0,Бүргэд,56.0,5.0,Лизинггүй,Хан-Уул,3.0,Зайсан,Ашиглалтад орсон
Элизабет хотхон 2 өрөө,219.0,Паркет,1.0,2018.0,Байхгүй,Вакум,12.0,Бүргэд,60.16,4.0,Банкны лизингтэй,Баянзүрх,3.0,Бусад,Ашиглалтад орсон
Баянмонгол хотхон,198.0,Паркет,1.0,1998.0,Байхгүй,Вакум,10.0,Бүргэд,69.9,3.0,Лизинггүй,Баянзүрх,3.0,Бусад,Ашиглалтад орсон
"Инэл зайсан хотхонд 79м2, 3 өрөө байр",270.0,Паркет,1.0,2014.0,Байхгүй,Вакум,10.0,Төмөр,79.0,6.0,Лизинггүй,Хан-Уул,4.0,Зайсан,Ашиглалтад орсон
Налайх дүүрэгт 2 өрөө байр,2.5,Паркет,1.0,2023.0,Байгаа,Вакум,6.0,Бүргэд,51.4,4.0,Банкны лизингтэй,Налайх,3.0,Бусад,Ашиглалтад орсон
Циркийн баруун талд гал тогоо тусдаа 2 өрөө байр,200.0,Паркет,2.0,1984.0,Байхгүй,Вакум,5.0,Бүргэд,29.0,5.0,Лизинггүй,Сүхбаатар,4.0,220 мянгат,Ашиглалтад орсон
25-р эмийн сан зүүн талд 3-өрөө,205.0,Паркет,1.0,2007.0,Байхгүй,Вакум,6.0,Бүргэд,80.0,1.0,Лизинггүй,Баянгол,3.0,25-р эмийн сан,Ашиглалтад ороогүй
Зайсан golden vill хотхонд 168.28 мкв 5 өрөө байр 2 гражийн хамт,504.0,Паркет,1.0,2017.0,Байгаа,Вакум,15.0,Төмөр,168.0,5.0,Лизинггүй,Хан-Уул,8.0,Зайсан,Ашиглалтад орсон
"40 мянгатад 40k residence-д 4 өрөө 101,8м2",5.0,Паркет,1.0,2023.0,Байхгүй,Вакум,10.0,Төмөр,101.8,7.0,Банкны лизингтэй,Чингэлтэй,5.0,"40, 50 мянгат",Ашиглалтад ороогүй
Саппород 2 өрөө байр,125.0,Паркет,1.0,2002.0,Байхгүй,Вакум,10.0,Бүргэд,56.0,2.0,Лизинггүй,Сонгино Хайрхан,4.0,1-р хороолол,Ашиглалтад орсон
Хүннү вилла ресидент 2өрөө байр,199.0,Паркет,2.0,2021.0,Байхгүй,Вакум,16.0,Төмөр,49.0,5.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
Яармагт герман технологиор баригдсан 3 өрөө орон сууц,3.3,Паркет,1.0,2023.0,Байхгүй,Вакум,13.0,Бүргэд,74.0,4.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
Цэцэрлэгт хүрээлэнгийн ойр sunny town 4өрөө байр,3.0,Паркет,1.0,2014.0,Байхгүй,Вакум,16.0,Төмөр,88.0,4.0,Лизинггүй,Баянзүрх,4.0,Олимп хотхон,Ашиглалтад орсон
"Дөлгөөн нуурт, компьютер малл-н хажууд",150.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр,51.0,2.0,Лизинггүй,Сүхбаатар,2.0,Дөлгөөн нуур,Ашиглалтад ороогүй
"Бзд сансарт 80,04м2 2 өрөө орон сууц",247.0,Паркет,1.0,2006.0,Байхгүй,Вакум,6.0,Бүргэд,80.04,3.0,Лизинггүй,Баянзүрх,3.0,Сансар,Ашиглалтад орсон
1 хороололд 3 өрөө байр,180.0,Паркет,1.0,1989.0,Байхгүй,Вакум,9.0,Төмөр,90.0,7.0,Лизинггүй,Сонгино Хайрхан,4.0,1-р хороолол,Ашиглалтад орсон
100 айлд 2өрөө байр,135.0,Паркет,1.0,2017.0,Байхгүй,Вакум,12.0,Төмөр,62.0,7.0,Банкны лизингтэй,Сүхбаатар,3.0,100 айл,Ашиглалтад орсон
Japan town-ы хажууд 4 өрөө,874.5,Паркет,3.0,2013.0,Байгаа,Төмөр вакум,7.0,Бүргэд,159.0,6.0,Лизинггүй,Хан-Уул,7.0,Japan town,Ашиглалтад орсон
Sunshine village-д 4 өрөө,510.0,Паркет,1.0,2017.0,Байгаа,Төмөр вакум,16.0,Бүргэд,120.0,7.0,Лизинггүй,Баянзүрх,1.0,Бусад,Ашиглалтад орсон
Монгол 3-р сургуулийн ард 3 өрөө,220.0,Паркет,2.0,2010.0,Байхгүй,Вакум,6.0,Бүргэд,94.37,3.0,Лизинггүй,Сүхбаатар,5.0,Баянбүрд,Ашиглалтад орсон
Алтай хотхон хажуу талын кoyo town хотхон 3 өрөө байр,208.0,Паркет,1.0,2022.0,Байхгүй,Вакум,4.0,Бүргэд,63.05,11.0,Банкны лизингтэй,Хан-Уул,3.0,Бусад,Ашиглалтад орсон
"Худ зайсан апартментэд79,05м2 3 өрөө, дулаан зогсоолын хамт",285.0,Паркет,1.0,2020.0,Байгаа,Вакум,12.0,Төмөр,79.05,3.0,Банкны лизингтэй,Хан-Уул,3.0,19-р хороолол,Ашиглалтад орсон
Бзд 26-р хороо саруул хороололд 2 өрөө байр,140.0,Паркет,1.0,2017.0,Байхгүй,Вакум,12.0,Бүргэд,44.0,6.0,Лизинггүй,Баянзүрх,2.0,Баянмонгол хороолол,Ашиглалтад орсон
Яармагт арцат апармент-2 3өрөө байр,2.5,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,79.6,9.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Зайсанд 3 өрөө байр,321.8,Паркет,1.0,2023.0,Байхгүй,Вакум,6.0,Төмөр,80.0,4.0,Лизинггүй,Хан-Уул,3.0,Зайсан,Ашиглалтад орсон
Gerlug 4 өрөө байр,5.8,Паркет,2.0,2022.0,Байгаа,Вакум,22.0,Төмөр,118.14,6.0,Лизинггүй,Хан-Уул,6.0,Бусад,Ашиглалтад орсон
Чд 5-р сургуулийн баруун талд гал тогоо тусдаа 2 өрөө байр,160.0,Паркет,1.0,2003.0,Байхгүй,Вакум,5.0,Бүргэд,29.0,2.0,Лизинггүй,Чингэлтэй,3.0,Баянбүрд,Ашиглалтад орсон
Сансарт 2 өрөө байр 31м2,127.0,Мод,1.0,1990.0,Байгаа,Мод,5.0,Бүргэд,31.0,3.0,Лизинггүй,Баянзүрх,3.0,15-р хороолол,Ашиглалтад орсон
2 өрөө байр,133.0,Паркет,1.0,2019.0,Байхгүй,Вакум,13.0,Бүргэд,45.7,11.0,Лизинггүй,Хан-Уул,2.0,Бусад,Ашиглалтад орсон
Зайсанд 5 өрөө,7.0,Паркет,2.0,2023.0,Байгаа,Вакум,22.0,Төмөр,281.8,8.0,Лизинггүй,Хан-Уул,8.0,Бусад,Ашиглалтад ороогүй
Бзд скай резиденс 3 хотхонд 29м2 1 өрөө байр,74.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,29.0,11.0,Лизинггүй,Баянзүрх,2.0,16-р хороолол,Ашиглалтад ороогүй
"Худ, 19-р хороо, 115-р сургуулийн хажууд 74.7 m2 3 өрөө",228.9,Паркет,2.0,2011.0,Байхгүй,Вакум,10.0,Төмөр,74.7,1.0,Лизинггүй,Хан-Уул,3.0,Бусад,Ашиглалтад орсон
"Худ, 19-р хороолол, цагдаа хотхонд 2 өрөө орон сууц 55м2",155.0,Паркет,1.0,2017.0,Байхгүй,Вакум,15.0,Бүргэд,55.0,8.0,Банкны лизингтэй,Баянгол,2.0,Нарны хороолол,Ашиглалтад орсон
"Бгдийн 20-р хороонд 52.95м2 2 өрөө орон сууц, бгд 20-р хорооны хажууд",95.0,Паркет,1.0,2019.0,Байхгүй,Вакум,5.0,Бүргэд,52.95,3.0,Лизинггүй,Баянгол,2.0,5 шар,Ашиглалтад орсон
"Sky_residence_3 хотхонд 3 өрөө орон сууц 98,77м2",265.0,Паркет,2.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,98.77,11.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Халдвартын зүүн талд шинэ 2 өрөө,2.4,Паркет,1.0,2022.0,Байхгүй,Вакум,12.0,Бүргэд,58.0,5.0,Лизинггүй,Баянзүрх,3.0,13-р хороолол,Ашиглалтад орсон
Монгол 3р сургуулийн хойно 2 өрөө,144.0,Паркет,1.0,2023.0,Байхгүй,Вакум,13.0,Бүргэд,45.0,10.0,Лизинггүй,Сүхбаатар,2.0,Дөлгөөн нуур,Ашиглалтад ороогүй
Chariot reaidence-д 4 өрөө 205м2,1.13,Паркет,1.0,2022.0,Байгаа,Вакум,6.0,Бүргэд,205.0,5.0,Лизинггүй,Хан-Уул,5.0,Зайсан,Ашиглалтад орсон
Халдвартын зүүн талд 3 өрөө,2.4,Паркет,1.0,2022.0,Байхгүй,Вакум,12.0,Бүргэд,66.0,9.0,Лизинггүй,Баянзүрх,3.0,13-р хороолол,Ашиглалтад орсон
Гэрчилгээ бэлэн цэвэрхэн 54мкв 2 өрөө,135.0,Паркет,1.0,2020.0,Байхгүй,Вакум,12.0,Бүргэд,54.0,4.0,Банкны лизингтэй,Сүхбаатар,3.0,100 айл,Ашиглалтад орсон
Монгол 3р сургуулийн ард 2 өрөө,142.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,41.0,4.0,Лизинггүй,Сүхбаатар,2.0,Дөлгөөн нуур,Ашиглалтад орсон
Gantig villa/гантиг вилла 112м2 3өрөө,5.0,Мод,1.0,2023.0,Байгаа,Вакум,6.0,Төмөр,112.0,3.0,Хувь лизингтэй,Хан-Уул,4.0,Зайсан,Ашиглалтад ороогүй
Жуков поларис бүрэн цутгамал 2 өрөө 51мк шууд нүүгээд ороход бэлэн,148.0,Паркет,1.0,2020.0,Байхгүй,Вакум,16.0,Бүргэд,51.0,4.0,Лизинггүй,Баянзүрх,2.0,15-р хороолол,Ашиглалтад орсон
Garden city 3 өрөө,4.0,Паркет,0.0,2023.0,Байхгүй,Вакум,6.0,Төмөр,73.0,1.0,Хувь лизингтэй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
"4-р хороололд 65.2м2, 3 өрөө орон сууц",169.52,Паркет,1.0,2017.0,Байхгүй,Вакум,4.0,Бүргэд,65.0,4.0,Лизинггүй,Баянгол,5.0,"3, 4 хороолол",Ашиглалтад орсон
Баянмонгол хороолол дүнжингарав 96 мкв 4 өрөө,330.0,Паркет,1.0,2013.0,Байгаа,Вакум,8.0,Бүргэд,96.0,5.0,Лизинггүй,Баянзүрх,5.0,Баянмонгол хороолол,Ашиглалтад орсон
Схд депод 3 өрөө,130.0,Паркет,1.0,2014.0,Байхгүй,Вакум,9.0,Бүргэд,56.0,7.0,Банкны лизингтэй,Сонгино Хайрхан,4.0,21-р хороолол,Ашиглалтад орсон
Jardin resindance хотхонд 190мкв 4 өрөө орон сууц,850.0,Паркет,1.0,2022.0,Байгаа,Вакум,6.0,Бүргэд,190.0,4.0,Банкны лизингтэй,Хан-Уул,6.0,Бусад,Ашиглалтад орсон
"Арцат апартмент 2-т 2өрөө 56,15м2",2.5,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,56.15,3.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
Их засаг их суруулийн баруун талд 2 өрөө байр,99.0,Паркет,0.0,2018.0,Байгаа,Вакум,7.0,Бүргэд,41.13,3.0,Лизинггүй,Баянзүрх,3.0,Сансар,Ашиглалтад орсон
чингэлтэй 1 өрөө,82.0,Мод,0.0,1980.0,Байхгүй,Мод,4.0,Төмөр,14.0,2.0,Лизинггүй,Чингэлтэй,1.0,Бага тойрог,Ашиглалтад орсон
Бзд 16 хоололд 2 өрөө байр,120.0,Паркет,1.0,1989.0,Байхгүй,Вакум,5.0,Бүргэд,38.0,2.0,Лизинггүй,Баянзүрх,4.0,16-р хороолол,Ашиглалтад орсон
Худ 11 хороо зайсан толгойн зүн талд 4 өрөө 108.5м2,358.05,Паркет,2.0,2013.0,Байгаа,Вакум,9.0,Төмөр,109.0,7.0,Банкны лизингтэй,Хан-Уул,5.0,Зайсан,Ашиглалтад орсон
Vega 4uruu,955.4,Паркет,1.0,2022.0,Байгаа,Вакум,16.0,Төмөр,140.5,7.0,Лизинггүй,Хан-Уул,5.0,Хүннү,Ашиглалтад ороогүй
Зайсанд 97.26 мкв 3 өрөө байр,389.0,Паркет,1.0,2022.0,Байхгүй,Вакум,10.0,Төмөр,97.26,4.0,Лизинггүй,Хан-Уул,4.0,Зайсан,Ашиглалтад орсон
"Яармаг, дээдсийн өргөө хотхонд 52.3мкв 2 өрөө байр",3.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,52.3,12.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Яармаг дээдсийн өргөө хотхонд 2 өрөө байр,2.8,Паркет,1.0,2022.0,Байхгүй,Төмөр вакум,16.0,Бүргэд,52.3,10.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Тбд андуудын хажууд төв зам дагуу байрлалтай 2 өрөө байр,150.0,Паркет,2.0,2004.0,Байхгүй,Вакум,6.0,Бүргэд,55.3,6.0,Лизинггүй,Баянгол,3.0,Баруун 4 зам,Ашиглалтад орсон
2 эмнэлэгийн зүүн талд 165 мкв 4 өрөө гаражын хамт,628.52,Паркет,2.0,2012.0,Байгаа,Вакум,12.0,Бүргэд,165.0,6.0,Лизинггүй,Баянзүрх,7.0,13-р хороолол,Ашиглалтад орсон
Home plaza 2-н баруун талд зам дагуу гал тогоо тусдаа 150 мкв 4 өрөө,450.0,Паркет,2.0,2012.0,Байхгүй,Вакум,12.0,Бүргэд,150.0,11.0,Лизинггүй,Хан-Уул,7.0,Бусад,Ашиглалтад орсон
Сансарын емартын баруун талд star tower residence-д 147 мкв 5 өрөө,793.8,Паркет,0.0,2020.0,Байхгүй,Вакум,16.0,Бүргэд,147.0,6.0,Лизинггүй,Сүхбаатар,7.0,11-р хороолол,Ашиглалтад орсон
Хөсүт-ийн хойно morning star 48 мкв 2 өрөө,177.6,Паркет,0.0,2019.0,Байхгүй,Вакум,16.0,Бүргэд,48.0,15.0,Лизинггүй,Баянзүрх,2.0,13-р хороолол,Ашиглалтад орсон
"Оргил шилтгээнд 70,76 мкв 3 өрөө",333.0,Паркет,1.0,2012.0,Байгаа,Вакум,9.0,Бүргэд,70.76,3.0,Лизинггүй,Хан-Уул,4.0,Зайсан,Ашиглалтад орсон
Цэцэрлэгт хүрээлэнгийн хойно sunshine village хотхонд 120 мкв 4 өрөө,511.0,Паркет,1.0,2017.0,Байхгүй,Вакум,16.0,Бүргэд,120.0,10.0,Лизинггүй,Баянзүрх,5.0,Бусад,Ашиглалтад орсон
"Бзд, 16 хороолол, 16 хороо, улаанхуаран гудамж, 25а байранд 55.06мкв 2 өрөө байр",134.9,Ламинат,1.0,2010.0,Байхгүй,Вакум,12.0,Бүргэд,55.0,5.0,Банкны лизингтэй,Баянзүрх,3.0,Офицер,Ашиглалтад орсон
"Мишээл экспогийн баруун талд 2 өрөө байр, цагаан орд хотхонд",2.71,Паркет,0.0,2021.0,Байхгүй,Вакум,15.0,Бүргэд,44.25,1.0,Лизинггүй,Хан-Уул,2.0,Мишээл,Ашиглалтад орсон
13t 3 uruu bair,3.0,Паркет,1.0,2013.0,Байхгүй,Вакум,12.0,Бүргэд,70.0,11.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
"Сансарын емартын хойно nissora tower-т 113,5 мкв 3 өрөө",390.0,Паркет,1.0,2012.0,Байгаа,Вакум,16.0,Бүргэд,113.0,15.0,Лизинггүй,Баянзүрх,4.0,Сансар,Ашиглалтад орсон
